Iteration	Y	var_1	var_2
1.0	0.6257142857142859	8.69844261	-4.12113258
2.0	0.9042857142857144	5.39363158	2.98316543
3.0	0.32857142857142857	0.545494201225341	-9.738254522625574
4.0	0.9042857142857144	-6.0264863954050165	-2.836773275217867
5.0	0.14142857142857143	10.645200735122298	-11.87272515623004
6.0	0.9042857142857144	-6.878521887762678	-11.283524352582095
7.0	0.9042857142857144	-2.238657265861413	2.9789814469811606
8.0	0.8571428571428572	1.4277200412294881	-3.1459670298489364
9.0	0.9042857142857144	10.905137642614616	0.8054587161276388
10.0	0.14285714285714288	4.501562260665596	-6.930441814541431
11.0	0.9042857142857144	6.925251162788543	-0.9965094171675961
12.0	0.20999999999999996	3.740879504524248	-5.523621484640522
