Iteration	Y	var_1	var_2
1.0	0.6257142857142859	8.69844261	-4.12113258
2.0	0.9042857142857144	5.39363158	2.98316543
3.0	0.9042857142857144	-1.8457130373492419	-3.5497736431337756
4.0	0.5714285714285714	2.042649460005073	-11.971482777623539
5.0	0.9042857142857144	-6.970542327179384	-10.448752140629828
6.0	0.9042857142857144	-6.637943569012681	2.9329303529171433
7.0	0.14142857142857143	10.88353878435706	-11.57143048827532
8.0	0.1514285714285714	3.1601744659633493	-6.753963524080202
9.0	0.9042857142857144	-4.164325552991764	-9.828652013991313
10.0	0.6371428571428571	0.07824423464112266	-10.119145570852456
11.0	0.9014285714285715	7.046000234880771	-1.7454582900006042
12.0	0.9042857142857144	-3.0078967418684948	-11.040309246968185
