Iteration	Y	var_1	var_2
1.0	0.6257142857142859	8.69844261	-4.12113258
2.0	0.9042857142857144	5.39363158	2.98316543
3.0	0.21000000000000002	-0.2029628611037797	-7.916731022321528
4.0	0.6628571428571428	0.027797648418309784	-10.128009148505814
5.0	0.9042857142857144	-6.934450515786986	-9.502066786520768
6.0	0.9042857142857144	-2.4376618913129455	-0.6795274309301753
7.0	0.9028571428571429	10.388503418924497	-1.5284859916424995
8.0	0.15714285714285717	8.95202094283454	-6.584572369125081
9.0	0.20857142857142855	10.630349163684823	-5.572278345248199
10.0	0.13142857142857142	5.8302790224519505	-7.575288289989767
11.0	0.9042857142857144	-2.9162513701889097	1.0761448191078635
12.0	0.9042857142857144	-2.2504710878264067	-9.71792290032892
